,respondent_id,h1n1_concern,h1n1_knowledge,behavioral_antiviral_meds,behavioral_avoidance,behavioral_face_mask,behavioral_wash_hands,behavioral_large_gatherings,behavioral_outside_home,behavioral_touch_face,doctor_recc_h1n1,doctor_recc_seasonal,chronic_med_condition,child_under_6_months,health_worker,health_insurance,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,race,sex,income_poverty,marital_status,rent_or_own,employment_status,census_msa,household_adults,household_children,hhs_geo_region,behavioural_score,worry_score
10508,16815.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,oxchjgsf,3.0,6.0
10509,4316.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,lzgpxyit,2.0,12.0
10510,19424.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,mlyzmhmf,1.0,14.0
10511,13162.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,5.0,2.0,4.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,lzgpxyit,5.0,18.0
10512,18057.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,5.0,4.0,5.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,fpwskwrf,3.0,17.0
10513,10270.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,fpwskwrf,3.0,6.0
10514,8922.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,lzgpxyit,2.0,9.0
10515,3959.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,4.0,5.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,qufhixun,0.0,11.0
10516,24807.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,dqpwygqj,5.0,4.0
10517,3866.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,2.0,5.0,2.0,4.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,bhuqouqj,0.0,7.0
10518,2046.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,lzgpxyit,3.0,13.0
10520,18654.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,bhuqouqj,6.0,20.0
10521,4124.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,lzgpxyit,6.0,16.0
10522,9439.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,3.0,5.0,4.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,kbazzjca,2.0,11.0
10524,16212.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,5.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,qufhixun,3.0,2.0
10525,17823.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,kbazzjca,3.0,13.0
10526,23182.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,atmpeygn,0.0,6.0
10527,7580.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,oxchjgsf,3.0,18.0
10528,6876.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,lzgpxyit,2.0,10.0
10529,25656.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,oxchjgsf,1.0,6.0
10530,25834.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,lzgpxyit,2.0,8.0
10531,19232.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,1.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,oxchjgsf,2.0,10.0
10532,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,kbazzjca,0.0,5.0
10533,18940.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,kbazzjca,1.0,6.0
10534,8400.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,qufhixun,3.0,11.0
10535,22871.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,lzgpxyit,4.0,5.0
10536,15470.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,5.0,4.0,4.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,qufhixun,6.0,16.0
10537,9688.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,4.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,oxchjgsf,2.0,9.0
10539,16510.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,kbazzjca,2.0,7.0
10540,26617.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,5.0,4.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,fpwskwrf,3.0,9.0
10542,22749.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,bhuqouqj,3.0,13.0
10544,23712.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,kbazzjca,5.0,10.0
10545,12175.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,5.0,2.0,4.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,lzgpxyit,5.0,8.0
10546,18402.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,1.0,5.0,4.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,lrircsnp,3.0,8.0
10547,18625.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,bhuqouqj,2.0,7.0
10548,1003.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,lzgpxyit,3.0,4.0
10549,8044.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,2.0,5.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,lrircsnp,2.0,11.0
10550,7990.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,lzgpxyit,3.0,9.0
10551,16916.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,4.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,fpwskwrf,3.0,11.0
10552,14591.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,4.0,2.0,5.0,4.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,qufhixun,6.0,12.0
10553,20543.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,qufhixun,1.0,21.0
10554,23003.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,2.0,5.0,4.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,atmpeygn,2.0,12.0
10555,10892.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,lrircsnp,3.0,12.0
10556,21978.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,oxchjgsf,4.0,16.0
10557,23397.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,5.0,4.0,4.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,lzgpxyit,6.0,15.0
10558,319.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,oxchjgsf,3.0,7.0
10559,8473.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,2.0,4.0,5.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,bhuqouqj,3.0,14.0
10560,19716.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,fpwskwrf,2.0,5.0
10561,4791.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,atmpeygn,5.0,12.0
10562,5269.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,lzgpxyit,1.0,9.0
10563,22451.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,1.0,5.0,3.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,lzgpxyit,3.0,6.0
10564,24169.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,kbazzjca,5.0,16.0
10565,9253.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,lzgpxyit,4.0,2.0
10566,1854.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,oxchjgsf,4.0,14.0
10567,20061.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,mlyzmhmf,2.0,8.0
10568,7417.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,lrircsnp,3.0,3.0
10569,14694.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,5.0,4.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,oxchjgsf,4.0,11.0
10570,10344.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,5.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,kbazzjca,4.0,7.0
10571,11082.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,dqpwygqj,2.0,10.0
10572,4130.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,5.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,atmpeygn,5.0,8.0
10573,14139.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,4.0,5.0,2.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,qufhixun,5.0,10.0
10574,10754.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,5.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,lzgpxyit,5.0,6.0
10575,2665.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,lzgpxyit,2.0,11.0
10576,18530.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,oxchjgsf,0.0,9.0
10577,4276.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,4.0,5.0,4.0,1.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,qufhixun,3.0,9.0
10578,11916.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,mlyzmhmf,4.0,13.0
10579,22585.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,mlyzmhmf,0.0,8.0
10580,26655.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,5.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,lzgpxyit,2.0,10.0
10581,16754.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,5.0,3.0,4.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,bhuqouqj,5.0,20.0
10582,9086.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,2.0,5.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,qufhixun,4.0,15.0
10583,20774.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,2.0,5.0,5.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,lzgpxyit,5.0,14.0
10584,9070.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,fpwskwrf,3.0,9.0
10585,23057.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,oxchjgsf,3.0,8.0
10586,22651.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,fpwskwrf,5.0,16.0
10587,22256.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,lzgpxyit,0.0,6.0
10588,12622.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,5.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,dqpwygqj,3.0,5.0
10589,21079.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,4.0,5.0,4.0,4.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,kbazzjca,4.0,12.0
10590,3573.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,oxchjgsf,6.0,6.0
10591,3516.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,bhuqouqj,3.0,16.0
10593,7370.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,5.0,1.0,1.0,4.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,lzgpxyit,4.0,2.0
10594,9490.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,5.0,4.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,bhuqouqj,3.0,7.0
10595,3380.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,fpwskwrf,3.0,8.0
10596,3049.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,oxchjgsf,5.0,8.0
10598,887.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,4.0,4.0,4.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,kbazzjca,4.0,14.0
10599,5468.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,lrircsnp,3.0,11.0
10600,19780.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,lzgpxyit,0.0,7.0
10601,9987.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,oxchjgsf,5.0,10.0
10602,26464.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,5.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,lzgpxyit,5.0,11.0
10603,5816.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,fpwskwrf,4.0,4.0
10604,11894.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,5.0,4.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,lzgpxyit,4.0,15.0
